timestamp,manager_id,game_date,transaction_type,active_players,active_player_ids
2026-01-22T23:55:54.683796,8,2026-01-26,lineup_change,"Sonia Citron, Jordin Canada, Aaliyah Edwards","8, 34, 22"
2026-01-22T23:55:55.582179,6,2026-01-26,lineup_change,"Jackie Young, Temi Fagbenle, Monique Billings","31, 49, 12"
2026-01-23T23:52:40.893650,7,2026-01-23,lineup_change,"Rhyne Howard, Kiki Iriafen, Marina Mabrey","26, 42, 21"
2026-01-28T00:47:23.021013,2,2026-01-30,lineup_change,"Kahleah Copper, Kate Martin, Dominique Malonga","14, 5, 3"
2026-01-29T04:04:56.946243,5,2026-01-30,lineup_change,"Paige Bueckers, Tiffany Hayes, Dana Evans","1, 50, 40"
2026-01-29T04:05:31.813838,5,2026-01-31,lineup_change,"Veronica Burton, Brittney Sykes, Rae Burrell","46, 32, 29"
2026-01-29T04:05:35.472582,5,2026-01-31,lineup_change,"Veronica Burton, Brittney Sykes, Rae Burrell","46, 32, 29"
2026-01-29T04:05:37.661699,5,2026-01-31,lineup_change,"Veronica Burton, Brittney Sykes, Rae Burrell","46, 32, 29"
2026-01-29T04:05:39.948171,5,2026-01-31,lineup_change,"Veronica Burton, Brittney Sykes, Rae Burrell","46, 32, 29"
2026-01-29T04:06:32.429855,5,2026-02-01,lineup_change,"Paige Bueckers, Tiffany Hayes, Dana Evans","1, 50, 40"
2026-01-29T04:06:36.361385,5,2026-02-01,lineup_change,"Paige Bueckers, Tiffany Hayes, Dana Evans","1, 50, 40"
2026-01-29T04:06:38.205312,5,2026-02-01,lineup_change,"Paige Bueckers, Tiffany Hayes, Dana Evans","1, 50, 40"
2026-01-29T04:07:05.071382,5,2026-02-02,lineup_change,"Veronica Burton, Brittney Sykes, Rae Burrell","46, 32, 29"
2026-01-29T04:07:07.814784,5,2026-02-02,lineup_change,"Veronica Burton, Brittney Sykes, Rae Burrell","46, 32, 29"
2026-01-29T04:07:09.406890,5,2026-02-02,lineup_change,"Veronica Burton, Brittney Sykes, Rae Burrell","46, 32, 29"
2026-01-30T14:20:30.794195,8,2026-01-30,lineup_change,"Azura Stevens, Aaliyah Edwards, Maddy Siegrist","15, 22, 35"
2026-01-30T14:21:09.346041,8,2026-01-31,lineup_change,"Dearica Hamby, Sonia Citron, Maddy Siegrist","27, 8, 35"
2026-01-30T14:21:52.849050,8,2026-02-01,lineup_change,"Sonia Citron, Azura Stevens, Aaliyah Edwards","8, 15, 22"
2026-01-30T14:22:19.533020,8,2026-02-02,lineup_change,"Dearica Hamby, Sonia Citron, Jordin Canada","27, 8, 34"
2026-01-30T14:29:10.558136,8,2026-01-30,lineup_change,"Azura Stevens, Jordin Canada, Aaliyah Edwards","15, 34, 22"
2026-01-30T14:29:27.784084,8,2026-01-31,lineup_change,"Dearica Hamby, Sonia Citron, Jordin Canada","27, 8, 34"
2026-01-30T20:05:42.510877,6,2026-01-30,lineup_change,"Chelsea Gray, Temi Fagbenle, Rachel Banham","13, 49, 23"
2026-01-30T20:06:11.775828,6,2026-01-31,lineup_change,"Alanna Smith, Jackie Young, Monique Billings","45, 31, 12"
2026-01-30T20:06:34.264956,6,2026-02-01,lineup_change,"Chelsea Gray, Temi Fagbenle, Rachel Banham","13, 49, 23"
2026-01-30T20:07:26.169393,6,2026-02-02,lineup_change,"Alanna Smith, Jackie Young, Monique Billings","45, 31, 12"
2026-01-30T22:34:24.573766,1,2026-01-30,lineup_change,"Skylar Diggins, Shakira Austin, Cameron Brink","20, 17, 6"
2026-01-30T22:34:47.108248,1,2026-01-31,lineup_change,"Allisha Gray, Erica Wheeler, Saniya Rivers","44, 28, 11"
2026-01-30T22:35:13.017724,1,2026-02-01,lineup_change,"Skylar Diggins, Shakira Austin, Cameron Brink","20, 17, 6"
2026-01-30T22:35:32.854971,1,2026-02-02,lineup_change,"Allisha Gray, Erica Wheeler, Saniya Rivers","44, 28, 11"
2026-01-30T22:39:57.993023,2,2026-01-30,lineup_change,"Kahleah Copper, Kate Martin, Dominique Malonga","14, 5, 3"
2026-01-30T23:24:51.452018,3,2026-01-30,lineup_change,"Kelsey Plum, Natasha Cloud, Aliyah Boston","37, 41, 39"
2026-01-30T23:24:53.330870,3,2026-01-30,lineup_change,"Kelsey Plum, Natasha Cloud, Aliyah Boston","37, 41, 39"
2026-01-30T23:25:21.657938,3,2026-01-31,lineup_change,"Kelsey Mitchell, Rickea Jackson, Li Yueru","7, 2, 48"
2026-01-30T23:25:59.098709,3,2026-02-01,lineup_change,"Kelsey Plum, Natasha Cloud, Aliyah Boston","37, 41, 39"
2026-01-30T23:26:24.063184,3,2026-02-02,lineup_change,"Kelsey Mitchell, Rickea Jackson, Li Yueru","7, 2, 48"
2026-01-30T23:26:25.233547,3,2026-02-02,lineup_change,"Kelsey Mitchell, Rickea Jackson, Li Yueru","7, 2, 48"
2026-01-30T23:26:29.263448,3,2026-02-02,lineup_change,"Kelsey Mitchell, Rickea Jackson, Li Yueru","7, 2, 48"
2026-01-30T23:26:30.683452,3,2026-02-02,lineup_change,"Kelsey Mitchell, Rickea Jackson, Li Yueru","7, 2, 48"
2026-01-30T23:26:47.203139,3,2026-01-31,lineup_change,"Kelsey Mitchell, Rickea Jackson, Li Yueru","7, 2, 48"
2026-01-30T23:26:49.867486,3,2026-01-31,lineup_change,"Kelsey Mitchell, Rickea Jackson, Li Yueru","7, 2, 48"
2026-01-31T00:21:17.146470,4,2026-01-31,lineup_change,"Alyssa Thomas, Brittney Griner, Naz Hillmon","33, 30, 36"
2026-01-31T00:21:47.085938,4,2026-01-31,lineup_change,"Alyssa Thomas, Naz Hillmon, Courtney Williams","33, 36, 25"
2026-01-31T00:21:49.757264,4,2026-01-31,lineup_change,"Alyssa Thomas, Naz Hillmon, Courtney Williams","33, 36, 25"
2026-01-31T00:23:35.779911,4,2026-02-01,lineup_change,"Courtney Williams, Sug Sutton, Rebecca Allen","25, 18, 24"
2026-01-31T00:23:56.749226,4,2026-02-02,lineup_change,"Alyssa Thomas, Naz Hillmon, Courtney Williams","33, 36, 25"
2026-02-01T03:18:59.506060,2,2026-02-01,lineup_change,"Kahleah Copper, Kate Martin, Dominique Malonga","14, 5, 3"
2026-02-03T19:00:30.856495,2,2026-02-06,lineup_change,"Ezi Magbegor, Kate Martin, Dominique Malonga","9, 5, 3"
2026-02-06T21:37:17.188404,5,2026-02-06,lineup_change,"Paige Bueckers, Brittney Sykes, Rae Burrell","1, 32, 29"
2026-02-06T21:37:55.653416,5,2026-02-07,lineup_change,"Veronica Burton, Tiffany Hayes, Rae Burrell","46, 50, 29"
2026-02-06T21:38:22.188595,5,2026-02-09,lineup_change,"Veronica Burton, Tiffany Hayes, Rae Burrell","46, 50, 29"
2026-02-06T22:15:33.276021,1,2026-02-06,lineup_change,"Skylar Diggins, Saniya Rivers, Cameron Brink","20, 11, 6"
2026-02-06T22:15:55.228502,1,2026-02-07,lineup_change,"Allisha Gray, Erica Wheeler, Shakira Austin","44, 28, 17"
2026-02-06T22:16:27.969976,1,2026-02-09,lineup_change,"Allisha Gray, Erica Wheeler, Shakira Austin","44, 28, 17"
2026-02-06T22:24:21.479772,8,2026-02-06,lineup_change,"Sonia Citron, Aaliyah Edwards, Maddy Siegrist","8, 22, 35"
2026-02-06T22:25:03.341432,8,2026-02-07,lineup_change,"Dearica Hamby, Azura Stevens, Aaliyah Edwards","27, 15, 22"
2026-02-06T22:25:44.377748,8,2026-02-09,lineup_change,"Dearica Hamby, Azura Stevens, Aaliyah Edwards","27, 15, 22"
2026-02-06T23:33:10.704110,2,2026-02-07,lineup_change,"Breanna Stewart, Kahleah Copper, Dominique Malonga","43, 14, 3"
2026-02-06T23:33:22.926166,2,2026-02-07,lineup_change,"Breanna Stewart, Kahleah Copper, Dominique Malonga","43, 14, 3"
2026-02-06T23:56:07.141851,6,2026-02-06,lineup_change,"Jackie Young, Temi Fagbenle, Monique Billings","31, 49, 12"
2026-02-06T23:56:42.731141,6,2026-02-07,lineup_change,"Chelsea Gray, Alanna Smith, Jackie Young","13, 45, 31"
2026-02-06T23:57:17.845727,6,2026-02-09,lineup_change,"Chelsea Gray, Alanna Smith, Jackie Young","13, 45, 31"
2026-02-06T23:58:27.380779,6,2026-02-06,lineup_change,"Jackie Young, Temi Fagbenle, Monique Billings","31, 49, 12"
2026-02-07T07:01:27.434942,3,2026-02-07,lineup_change,"Kelsey Plum, Natasha Cloud, Aliyah Boston","37, 41, 39"
2026-02-07T07:01:33.735968,3,2026-02-07,lineup_change,"Kelsey Plum, Natasha Cloud, Aliyah Boston","37, 41, 39"
2026-02-07T07:01:53.604506,3,2026-02-09,lineup_change,"Kelsey Plum, Natasha Cloud, Aliyah Boston","37, 41, 39"
2026-02-07T13:37:23.634005,4,2026-02-07,lineup_change,"Brittney Griner, Courtney Williams, Sug Sutton","30, 25, 18"
2026-02-07T13:38:09.253659,4,2026-02-09,lineup_change,"Brittney Griner, Courtney Williams, Sug Sutton","30, 25, 18"
2026-02-12T01:22:36.775251,2,2026-02-17,lineup_change,"Ezi Magbegor, Kate Martin, Dominique Malonga","9, 5, 3"
2026-02-16T01:54:47.476529,4,2026-02-17,lineup_change,"Alyssa Thomas, Naz Hillmon, Rebecca Allen","33, 36, 24"
2026-02-16T01:55:14.522151,4,2026-02-20,lineup_change,"Alyssa Thomas, Naz Hillmon, Sug Sutton","33, 36, 18"
2026-02-16T01:55:34.442020,4,2026-02-21,lineup_change,"Brittney Griner, Courtney Williams, Rebecca Allen","30, 25, 24"
2026-02-16T01:55:48.644003,4,2026-02-22,lineup_change,"Alyssa Thomas, Naz Hillmon, Sug Sutton","33, 36, 18"
2026-02-17T19:19:42.702836,5,2026-02-17,lineup_change,"Paige Bueckers, Brittney Sykes, Rae Burrell","1, 32, 29"
2026-02-17T19:19:53.257930,5,2026-02-17,lineup_change,"Paige Bueckers, Veronica Burton, Brittney Sykes","1, 46, 32"
2026-02-17T19:19:54.946577,5,2026-02-17,lineup_change,"Paige Bueckers, Veronica Burton, Brittney Sykes","1, 46, 32"
2026-02-17T19:19:57.522926,5,2026-02-17,lineup_change,"Paige Bueckers, Veronica Burton, Brittney Sykes","1, 46, 32"
2026-02-17T19:19:58.810544,5,2026-02-17,lineup_change,"Paige Bueckers, Veronica Burton, Brittney Sykes","1, 46, 32"
2026-02-17T19:21:08.248899,5,2026-02-20,lineup_change,"Tiffany Hayes, Brittney Sykes, Dana Evans","50, 32, 40"
2026-02-17T19:21:12.028453,5,2026-02-20,lineup_change,"Tiffany Hayes, Brittney Sykes, Dana Evans","50, 32, 40"
2026-02-17T19:21:13.197873,5,2026-02-20,lineup_change,"Tiffany Hayes, Brittney Sykes, Dana Evans","50, 32, 40"
2026-02-17T19:21:38.050222,5,2026-02-21,lineup_change,"Paige Bueckers, Veronica Burton, Rae Burrell","1, 46, 29"
2026-02-17T19:22:05.376360,5,2026-02-22,lineup_change,"Tiffany Hayes, Brittney Sykes, Dana Evans","50, 32, 40"
2026-02-17T19:22:09.577077,5,2026-02-22,lineup_change,"Tiffany Hayes, Brittney Sykes, Dana Evans","50, 32, 40"
2026-02-17T19:22:34.704276,5,2026-02-23,lineup_change,"Paige Bueckers, Veronica Burton, Rae Burrell","1, 46, 29"
2026-02-17T19:47:38.985290,1,2026-02-17,lineup_change,"Skylar Diggins, Shakira Austin, Cameron Brink","20, 17, 6"
2026-02-17T19:48:12.523885,1,2026-02-20,lineup_change,"Allisha Gray, Skylar Diggins, Shakira Austin","44, 20, 17"
2026-02-17T19:48:56.927337,1,2026-02-21,lineup_change,"Allisha Gray, Erica Wheeler, Saniya Rivers","44, 28, 11"
2026-02-17T19:49:20.356703,1,2026-02-22,lineup_change,"Allisha Gray, Skylar Diggins, Shakira Austin","44, 20, 17"
